snippet.textOrginal,roberta_neg,roberta_neu,roberta_pos,vader_neg,vader_neu,vader_pos,vader_compound
"My favorite...
When an artist who owned their own music got copyright claimed by a company which owned a video in which his music was played in the background for a few seconds... even though the original music video was published well before.
Or how about this one...
A large creator with no violations in their new video got copyright claimed by a small account with no videos. YT gave the money earned through add revenue to the small account and even after correcting the false claim the small account got to keep the money and had no strikes against their channel.


YT is so geared against creators that even when you have all the legal rights it still screws you over and gives money to anyone making a claim. If the claimer is in the wrong no penalties. If a creator is in the right but can't get the claimer to admit it... strike against their channel.",0.61949366,0.33885723,0.04164912,0.18,0.82,0.0,-0.5267
how did I watch this entire think and felt like its only been 15 minutes??,0.4821534,0.434997,0.082849555,0.09,0.855,0.055,-0.5267
"But false claims are still an issue, as are the mistakes of content id and lack of any reasonable way of youtubers especially the small ones of dealing with either, same goes for strikes for other transgressions based on completely unreasonable things, and there's no real way for youtubers to deal with those either , both often leading to channels, passion projects or even livelyhoods being deleted, locked down, or just threatened, but even that's not right and Youtube will more often than not just ignore it... It's impossible to say how significant these problems due to how big Youtube is and the massive shadow number that never gets any attention, but from what we have seen, this looks very bad for individual affected content creators to me. While it might usually be fine, sweeping those issues under the rug and saying that it should be fine, is actually bs.",0.8906226,0.10038164,0.008995686,0.206,0.794,0.0,-0.5267
If this video gets copy claimed I'll wet myself.,0.90349495,0.09046738,0.006037775,0.331,0.515,0.154,-0.5267
"One thing's for sure. Copyright law was made for corporations, not average internet users having dumb fun with editing software.",0.5766778,0.36239114,0.060931154,0.078,0.922,0.0,-0.5267
I want these type of Subtittles can i?,0.013403277,0.3020294,0.68456733,0.328,0.672,0.0,-0.5267
Watching this video definitely helped me understand the laws better. Makes sense why they shut my older channel down. Mixed instrumental versions of metal songs from guitar hero/rock band games but I uploaded them with the official cover art as a static image.,0.05233914,0.43606648,0.51159436,0.128,0.789,0.082,-0.5267
"You've changed my mind, Tom. Not many people manage that; I'm as stubborn as they get. Also I love you :)",0.043604717,0.16294606,0.79344916,0.095,0.817,0.088,-0.5267
"Ya idk if they were gonna change the length of copyright law I think it would have to be an ""in to the future"" kinda thing. Too many people would complain otherwise. In other words all current copyright would hold the same amount of time but any future works would only last for X amount of time.",0.4765328,0.46971312,0.05375407,0.423,0.577,0.0,-0.5267
see the problem with copyright law is that you have to prove your innocence.,0.8125134,0.17979577,0.0076907813,0.63,0.37,0.0,-0.5267
"20:18

Cinemasins: *nervous sweating*",0.3107485,0.6247214,0.064530075,0.274,0.726,0.0,-0.5267
never thought a Minecraft redstone youtuber would be mentioned on this channel,0.38643876,0.5181652,0.09539606,0.361,0.639,0.0,-0.5256
29:40 I'm surprised that no artist has claimed ownership of the graffiti on that dumpster...,0.4756421,0.46958995,0.054767914,0.326,0.674,0.0,-0.5256
Time to get my Legal Eagle fix.,0.15657236,0.74135697,0.10207072,0.298,0.702,0.0,-0.5256
"Lord, check out 15:50 - 15:55!!! (so funny)",0.011727881,0.12584403,0.8624281,0.166,0.834,0.0,-0.5256
A pixelated image could arguably be caricature,0.4147568,0.54889065,0.036352534,0.184,0.816,0.0,-0.5256
"When you just realized that you watched a 45 min video about law enforcement and copyright, with interest, then you know the creator is good at his job",0.031229122,0.2185117,0.75025916,0.115,0.885,0.0,-0.5255
map map map men men men men,0.076454245,0.85309666,0.07044906,0.22,0.78,0.0,-0.5255
"Hmm why have YouTube recommended this
😕😕",0.854102,0.13823037,0.007667629,0.459,0.541,0.0,-0.5255
"those are some killer captions, your captioner did a fabulous job!",0.018454906,0.059656568,0.9218886,0.236,0.764,0.0,-0.5255
"Ешь ананасы, Рябчиков, жуй.
Час твой последний приходит, буржуй.",0.1329864,0.81194615,0.05506738,0.326,0.674,0.0,-0.5255
Why do i get the feeling CGP grey had a hand in this video?,0.45950225,0.5277796,0.012718155,0.253,0.747,0.0,-0.5255
"""copyright infringement not intended!""

🤣🤣🤣",0.65760314,0.27819714,0.06419971,0.459,0.541,0.0,-0.5255
omg that cookie image at 13:22,0.059283216,0.8794545,0.061262302,0.53,0.47,0.0,-0.5242
This video deserves number 1 trending for a month,0.0022341046,0.06255098,0.9352149,0.124,0.748,0.128,-0.5239
that Diles Mavis album cover really threw me off,0.96148705,0.03615029,0.002362638,0.198,0.67,0.132,-0.5224
"The laws should be seperate from a corporation and an individual and even then in the case of small YouTube business (I know some will have a single person business) should be seperate. The copyright system we have now especially with the imbalance of power is extremely stifling and I'm more for freedom of art than stopping some from being creative, I agree copyright law should exist however I would rather have artistic freedom with it's drawbacks (like corporations fighting and finding loopholes) than a system that decentivises creation",0.41568202,0.5003866,0.08393137,0.053,0.919,0.028,-0.5221
"School: don’t plagiarize 
Tom: (actually helpful information)
Edit: Apologies *tom Scott* if using proper mosh English.",0.13251342,0.60423,0.26325655,0.19,0.718,0.092,-0.522
"So, i love this high production value stuff, but i find seeing toms feet moving intentionally slowly... Very distracting.",0.34193212,0.35253367,0.30553418,0.219,0.781,0.0,-0.5216
"As a patron of Lawful Masses, I was going to send this video to Leonard on his Discord server, only to discover he’s already in the video.  Such a small world... seeing him in here made my day!",0.0047260267,0.07872777,0.91654617,0.457,0.543,0.0,-0.5216
Legal Eagle at 11:50!  Great joke!,0.0065329084,0.07203337,0.9214337,0.457,0.543,0.0,-0.5216
It won’t start so I dislike,0.83482575,0.1532876,0.011886671,0.457,0.543,0.0,-0.5214
"36:45 They didn't try to do good Bond movies, they just wanted to push their political agenda.",0.51719546,0.44441813,0.038386375,0.172,0.758,0.07,-0.5209
"Unpopular opinion: copyright should last 5 years, and require renewing every 5 years up up a limit of 20 years.

Further I think when a creation becomes part of the public consciousness it should get some special legal status (details of which I have no clue about).

Then there are phenomena, such as Star Trek, that maybe could use a separate set of rules. For instance, I would be happy to see Star Trek get appropriated from its owners and controlled by a fan-run organisation.

How, and if, these changes should be made are moot points because these opinions are unpopular with the people who has money and power.

Oh, while we're at it: Duck Fisney!",0.25362498,0.5577852,0.18858981,0.042,0.931,0.027,-0.5204
Bumbo Baggins,0.07781361,0.7986207,0.12356573,0.118,0.882,0.0,-0.5204
"It IS broken, though, because it causes tons more harm than good. 
It threatens poor nobodies with legal action that can potentially ruin lives or cause massive psychological problems. It's a system that works against the people just for the sake of making things clear-cut for huge businesses. It's not okay.",0.97307354,0.023835665,0.0030907623,0.191,0.649,0.16,-0.5191
You NEED to make tom reacts,0.1519689,0.74414563,0.103885375,0.476,0.291,0.232,-0.5186
"Anyone else not really understand the ""disputes"" bloopers at the end?",0.68148243,0.30226514,0.016252415,0.266,0.734,0.0,-0.5178
"For a very long time, the same laws going unchanged for so long worked because the world didn't face such rapid change as it does today. My opinion is that the people who are in charge of that just struggle to keep up.",0.5309807,0.3997169,0.06930232,0.138,0.801,0.061,-0.5165
"okay but props to you for your fantastic video quality and subtitles. i especially enjoyed how dynamic they were, hahah",0.0018283065,0.009723454,0.9884482,0.095,0.82,0.084,-0.5145
"0:07 is that Evan Edinger's room, or am I going crazy?",0.34567833,0.5912138,0.063107856,0.185,0.815,0.0,-0.5142
"Great that you got Leonard French to assist you. Leonard does a really great job recently with ""crossovers"", i.e. collaborations with other Youtube stars such as Steve Lehto and other Youtube-famous lawyers. And now also here.",0.0013108271,0.020189865,0.9784993,0.112,0.759,0.129,-0.5136
That dude in the corner was a tool- great video!,0.024918493,0.10880402,0.86627746,0.623,0.377,0.0,-0.5118
This is the only good redpill.,0.0055467584,0.09135679,0.90309644,0.287,0.617,0.097,-0.5116
Heyyyyy its LegalEagle! 11:52,0.0027778696,0.33029717,0.66692495,0.268,0.732,0.0,-0.5106
I've been saying this for a while. thanks for finally bringing it up!,0.0052939514,0.11129167,0.8834144,0.124,0.818,0.058,-0.5106
Copyright should last 10 years. Change my mind.,0.23188077,0.62541306,0.14270611,0.125,0.821,0.054,-0.5106
"I've uploaded 1000 copyrighted songs to YouTube to see if at least 10% would get a strike, but no copyright infringement in 10 did.",0.2539186,0.6292743,0.116807066,0.12,0.802,0.078,-0.5106
"I’m calling it now, Tom Scott’s next viral video",0.041931797,0.81057084,0.14749736,0.32,0.68,0.0,-0.5106
8:58 is that Britney Spears??,0.029009746,0.8714164,0.09957377,0.113,0.887,0.0,-0.5106
One BIG thing that will forever make sure copyright never changes DISNEY!,0.024096068,0.3178445,0.6580595,0.216,0.784,0.0,-0.5106
I have a copyright claim for uploading a video of a folk concert where the band played a traditional song (a song they actually recorded in 1985 without problem) and some company claimed they have the composition rights... to a traditional irish jig? Nonsense.,0.5610284,0.4017336,0.03723797,0.398,0.602,0.0,-0.5106
this is why most people use public domain music,0.08894907,0.70367366,0.20737724,0.193,0.807,0.0,-0.5106
the fact that disney still owns any form of mickey mouse is a failure on the part of copywrite law,0.8048579,0.18641014,0.008732001,0.155,0.845,0.0,-0.5106
2.4k down votes. I'm curious as to why people are down voting this as I found it to be a factual and well presented video on a broken system.,0.557848,0.40250844,0.039643563,0.186,0.706,0.108,-0.5106
"Unfortunately when the U.S. Constitution was written, the drafters specifically empowered Congress  ""...To promote the progress of science and useful arts, by securing for limited times to authors and inventors the exclusive right to their respective writings and discoveries;...""but didn't put specific time limits and Disney figured out they were going to lose Mickey Mouse and passes that Bono act.  The clear intent of the Founding Fathers after dealing with British law concepts was for ""limited times.""",0.4701199,0.45324358,0.0766365,0.32,0.68,0.0,-0.5106
"5:14 I'm not sure, but did you just call New Zealanders naive?",0.34824705,0.62425023,0.027502785,0.047,0.953,0.0,-0.5106
"Why longer than patents?

Why should artistic creativity be protected for one second longer than science or engineering creativity???

In both cases by allowing further developments within the same lifetimes would speed up the communal creativity process.",0.23463804,0.66049963,0.10486235,0.202,0.798,0.0,-0.5106
disputes,0.49527347,0.42479935,0.0799272,0.153,0.815,0.032,-0.5106
Demonising a whole video for a snippet of music is not equitable. In case of a copyright claim where the infringing material is 10% of the whole video the amount that should be claimed should be 10% and another half of that again as a penalty.  It is well documented that Youtube was founded on infringement and came to an arrangement with the music corporations to protect its interests and revenue stream throwing the Tubers under a bus.,0.7875876,0.19835979,0.0140526965,0.242,0.671,0.087,-0.5106
Such a good Video,0.0036648512,0.025966877,0.9703683,0.235,0.671,0.095,-0.5106
"Epic stuff. This is going to make waves. I am not saying it should be like that, i am saying thats the way it is.",0.11635886,0.4936394,0.3900017,0.323,0.677,0.0,-0.5106
*Video Gets Copyright Claimed*,0.097433254,0.81138265,0.0911841,0.113,0.887,0.0,-0.5106
